text,label
WATCH: PARTY GIRL MALIA OBAMA Caught On Camera Rolling and Pounding Fists Into The Ground At Wild Chicago Lallapalooza Festival,FAKE
 Trump Will ‘Torture’ Sessions Every Day Until He Resigns: Report,FAKE
BREAKING: WIKILEAKS RELEASES LIST Of Reporters Taking Marching Orders From Hillary Clinton…NEVER TO BE TRUSTED!,FAKE
Mexico Senate committees pass controversial security bill,REAL
"BREAKING CHARLOTTE: VIDEO Shows Young White Girl In Dress, Heels Being Sucker Punched In Face, Knocked To Knees By Mob Of #BlackLivesMatter Cowards",FAKE
“Unvetted” Illegals Turn Germany Into A Third-World Trash Heap…Sound Familiar? [Video],FAKE
 Republicans Just Changed The Rules To Force Through Trump’s Controversial Nominees,FAKE
 Sean Spicer Just Got Caught On Camera Saying Something Horrifyingly Racist (VIDEO),FAKE
TRUMP CABINET MEMBER MICK MULVANEY ON DC: “This place is much more rotten than we thought” [Video],FAKE
Suspects in Malta blogger's murder sent to trial,REAL
Republican makes first move to work with Democrats on healthcare,REAL
Argentina fires head of navy over submarine tragedy,REAL
"Eyewitness Says Feds Ambushed Bundys, 100 Shots Fired at Passengers, Lavoy Finicum Killed With ‘Hands Up’",FAKE
VIRAL VIDEO: UNIV OF WI Students Busted Agreeing With Discrimination Against Christians…But NOT OKAY With Discrimination Against Muslims,FAKE
Angola's opposition appeals election results,REAL
(VIDEO) OBAMA ON LETTERMAN: “WE IGNORE POCKETS OF POVERTY” BUT OBAMA’S STIMULUS GAVE $1.8 BILLION TO BALTIMORE,FAKE
 McCain F*cked Over Senate Republicans On Trumpcare In A Much Better Way Than We Already Knew,FAKE
 ‘Responsible Gun Owner’ Threatens To Shoot Two Men In Bizarre Fight Over Roadkill,FAKE
"Japanese woman, confined by parents for years, found frozen to death: police",REAL
PELOSI UNHINGED: GOP Tax Reform Bill Is ‘Brazen Theft’… ‘Does Violence’ to Founder’s Vision [Video],FAKE
 Trump Threw Mar-A-Lago Fundraiser For Woman At The Center Of Bribery Scandal,FAKE
"BREAKING: CROOKED VA GOVERNOR, Close Hillary Friend Gave Wife Of FBI Official Overseeing Hillary Email Investigation $467,500",FAKE
"ANOTHER AMERICAN KNOWN WOLF? Fort Lauderdale Shooter Known to FBI, Worked for Security, Amid Backdrop of Mass Drills",FAKE
Trump's pick for Army secretary drops out: official,REAL
Trump keeping options open as Republican feud rages,REAL
OBAMA’S NEW AND “IMPROVED” FBI Offers HUGE Reward For Anyone Who Can Help Frame White Cop In Black THUG Shooting,FAKE
 John McCain’s Opponent Sees Donations Pour In After McCain Blamed Obama For Orlando,FAKE
Boiler Room #94 – President Trump & The Great Neo-Liberal Freakout of 2017,FAKE
WHICH IS IT? DID SUSAN RICE Lie to Andrea Mitchell or Judy Woodruff Two Weeks Ago? [Video],FAKE
"California, other states vow to lead as Trump exits Paris climate pact",REAL
BIG MISTAKE! HILLARY JUST Proved To America She’s Committed To Keeping Obama’s Divisive Race War Going,FAKE
What Is Going On With The Secret Service?,FAKE
"Obama says upgrading U.S. cybersecurity is complex, long-term job",REAL
 Hillary Clinton’s New Tax Plan Will Make Trump’s Kids FURIOUS,FAKE
DON’T BELIEVE THE POLLS! Corruption Exposed In Phony NBC Poll Showing Hillary Beating Trump By 11,FAKE
HILLARY CLINTON BRAVELY VOWS To Stand Up To Something That…Doesn’t Exist,FAKE
Kelly confirms he's been asked to be U.S. homeland security secretary: Fox News,REAL
" Trump Lashes Out At Puerto Ricans, Calls Them ‘Ingrates’ In Self-Congratulatory Tweets",FAKE
WOW! WOMAN TOTALLY FREAKS OUT At Sight Of Confederate Flag In Store…REAL OR FAKE OUTRAGE? [Video],FAKE
 Trump Thinks Rush Limbaugh Is Real News And The Internet Mercilessly Responds,FAKE
 Trump Just Outed Himself As YUUUGE Liar After Saying He Saw U.S. Plane Unloading Money To Iran,FAKE
Britain summons Chinese ambassador after UK activist denied Hong Kong entry,REAL
Senate judiciary panel says Manafort has started providing documents,REAL
Australia to introduce safeguards against covert foreign interference,REAL
Why Did CNN Doctor Killer’s Photo To Disguise His Race And Why Is The Press Scrubbing His Profile?,FAKE
South Africa's Ramaphosa wins election as ANC president,REAL
"TRUMP SUPPORTERS REACT TO DEBATE: “Clinton News Network (CNN) no longer picks our President”…Florida Gives Trump ROCK STAR Treatment…Fire Marshall Turns 12,000 Away",FAKE
NATIONAL SECURITY ALERT! Obama Administration Giving Out Green Cards Like Candy To Migrants From Muslim Nations,FAKE
 Delusional ‘Dilbert’ Cartoonist Thinks He’ll Be Murdered If He Doesn’t Endorse Hillary Clinton,FAKE
 NC Governor Robs Disaster Relief Fund To Hire Lawyers To Defend Trans Bathroom Bill,FAKE
"Battered by cyclone, Philippines suffers flooding, landslides",REAL
OBAMA REGIME AGREES TO CUT DEAL WITH IRAN THAT FURTHER THREATENS OUR NATIONAL SECURITY,FAKE
" Noam Chomsky Makes ONE Last Request Of Obama, Trump Is PISSED (VIDEO)",FAKE
"As resistance builds, Macron shifts focus away from euro reform",REAL
 The White House’s Attack On The Media Just Got VERY Personal And Illegal,FAKE
HYPOCRITES! CHECK OUT Massive Structure Party Of OPEN-BORDERS Built To Keep Legal Citizens Out Of DNC,FAKE
Clinton accuses Trump of being Putin's 'puppet',REAL
New Batman Comic Features Batman Saving Black Man From Evil Cops,FAKE
Trump should stop attacking minority groups: Senate's McConnell,REAL
U.S. Senate candidate Moore's wife says 'he will not step down',REAL
Top Mexico university blames deadly bridge collapse on weak supports,REAL
 Trump Went ‘BALLISTIC’ When Sessions Recused Himself From Russia Investigation,FAKE
Britain's Prince Harry and Meghan Markle to marry on May 19,REAL
 VP Of Trump Transition Team To Dems: ‘Put Your Big Boy Pants On’ And Attend Inauguration (VIDEO),FAKE
"YOU WON’T BELIEVE HIS PUNISHMENT! HISPANIC STORE OWNER Swindles Tax Payers Out Of $1,116,924.27 In Latest Food Stamp Scam",FAKE
Obama visits a mosque to send pointed message to non-Muslims,REAL
 Hillary Clinton Shuts Down GOP Lawmaker Rudely Heckling Her At Town Hall Event (VIDEO),FAKE
"Philippine president sidelines police in war on drugs, again",REAL
"WATCH NANCY PELOSI Say She’s “Heartbroken Over Death” Of Rep. Steve Scalise, Who’s Still Alive In Hospital [VIDEO]",FAKE
"Is Hillary’s Meltdown Real, or a Staged Exit?",FAKE
ORRIN HATCH Shuts Down Liberal Hack Comparing Neil Gorsuch To Merrick Garland: “It’s total B.S.!” [Video],FAKE
What’s the Leading Killer of American Adults Under 50? Drug Overdose.,FAKE
WATCH 8TH Grader DESTROY Disgraced Detroit City Council Member And Wife Of US Representative In Debate [VIDEO],FAKE
Britain says Moody's downgrade based on 'outdated' Brexit view,REAL
 Karma’s a Bi*ch: Birthers Go To Court To Challenge Rubio’s Eligibility For Presidency,FAKE
Leftists on cusp of power as weary Icelanders go to polls,REAL
" Ivanka Defends Malia Obama From Attacks, Her Dad’s Fans Won’t Stop: ‘She Looks Like A Baboon’",FAKE
U.S. takes further steps to block North Korea's access to financial system,REAL
Hillary Clinton Supporters Now Calling for a Recount of Votes in Battleground States,FAKE
WOW! “N” Word Used On Walmart Website To Describe Color Of Wig,FAKE
“PARTISAN DEMOCRAT” Will Oversee WI Presidential Recount: Was Part Of Corrupt “John Doe” Case…A “Vicious and unhinged political crusade against conservatives” [VIDEO],FAKE
Biden: Nord Stream 2 pipeline is a 'bad deal' for Europe,REAL
 Just In: One Dead After Trump-Loving Nazi Uses Car To Mow Down Dozens Of People,FAKE
Greek prime minister says Turkey should continue its European orientation,REAL
SOCIOPATHIC LIAR: Hillary Hid SERIOUS Health Issues From Public In 1998 And Again In 2003,FAKE
Senate proposal on encryption gives judges broad powers,REAL
Hungary's Orban likes what he hears of 'valiant' Trump's security plans,REAL
British police 'chasing down suspects' after train bombing,REAL
CONSERVATIVE LEADER Sends Stern Message To Mitt Romney: Go Home And Be Quiet! [Video],FAKE
COLIN POWELL Picked On The Wrong Guy: GENERAL FLYNN Rips Him To Shreds Over Nasty Comments In Leaked Emails [VIDEO],FAKE
U.S. conducts missile defense test off Hawaii coast,REAL
The Las Vegas Mass Shooting – More to the Story Than We’ve Been Told,FAKE
Trump's Iran plans driving EU toward Russia and China: Germany,REAL
Judges consider HK double murder appeal by convicted former British banker,REAL
 Watergate Reporter Says Trump’s Russia Scandal Is Way WORSE Than Watergate (DETAILS),FAKE
"Emmy winners throw jabs at Trump, Spicer wheels into spotlight",REAL
House committee passes sweeping tax bill,REAL
Face time with May: UK listens to bankers' Brexit worries,REAL
" Trump Just Got A Secret Intel Briefing From A Foreign Power, And It’s Not Who You Think",FAKE
WOW! LOCAL OFFICIAL STUNNED When He Sees Name Written By A Parent On Halloween Tombstone For School Fundraiser,FAKE
Merkel says Britain must move on Brexit bill to break deadlock,REAL
"Roadside bombs wound 20, kill soldier in Thailand's troubled south",REAL
Powerful Afghan regional leader ousted as political picture clouds,REAL
Key U.S. lawmaker suggests openness to encryption legislation after Apple order,REAL
No formal U.S. delegation to Castro memorial: White House,REAL
"Republicans gain governorships, but North Carolina up in the air",REAL
Republicans worry Trump scandals may doom legislative agenda,REAL
 Bernie HILARIOUSLY Trolls Paul Ryan On Twitter – All While Helping Down-Ballot Dems (TWEET),FAKE
Defeat of Islamic State in Raqqa may herald wider struggle for U.S.,REAL
"McMaster Gave Susan Rice Continued Access To Classified Info, She Still Has Clearance",FAKE
" Adele Brings Whole Crowd Together To Dedicate Song To Brussels, And It’s Breathtaking (VIDEO)",FAKE
" Town Defends Official After Wife’s ‘N*gger’ Rant On FB, Says People Who Shared Post ‘Just As Bad’",FAKE
WIKILEAKS EMAIL SHOWS CLINTON FOUNDATION FUNDS Used For Lavish Wedding Of “Spoiled Brat” Chelsea Clinton,FAKE
U.N. asks urgent reforms to end arbitrary detention in Sri Lanka,REAL
"JOKE OF THE WEEK: A Marine, A Priest And A Flag Burning Hillary Supporter",FAKE
A PICTURE IS WORTH A THOUSAND WORDS: A Lone Socialist Takes This Ironic Message To Trump,FAKE
Trump's obsession with WW2 generals strikes sour note with historians,REAL
What Donald Trump Did For Jennifer Hudson’s Family After A Tragedy Is Fantastic BUT The Media Ignores It,FAKE
White House discussing moving Spicer to new communications role: official,REAL
"WATCH TUCKER CARLSON’S Heated Debate With Delusional Illegal Activist: “I am here illegally . . . But I, as a person, am not illegal.” [Video]",FAKE
Brazil Supreme Court sends new Temer graft charges to Congress,REAL
"FOX News MOCKS MSNBC’s Chris Matthews, Who Actually Said “Big Story” of G20 Was How Far President Trump and Putin Spread Their Legs [VIDEO]",FAKE
TRANSGENDER HIRED BY WHITE HOUSE IS FIRST EVER TO WORK THERE BUT IS HE/SHE THE MOST QUALIFIED FOR THE JOB?,FAKE
 WATCH: Joe Biden Gives DEVASTATING Critique Of Trump’s Debate Performance,FAKE
JUST IN: Trump Gives Slap Down to Press Over Flynn Guilty Plea as He’s Leaving the White House [Video],FAKE
Changes to North Carolina voting laws could put thousands of 2016 ballots at risk,REAL
 Another Win For The NRA: Court Rules That Cities Can’t Protect Themselves From Gun Violence,FAKE
 Trump Has Now Banned NINE Media Outlets – A Likely Tenth Predicts Misery For Him Over It,FAKE
France says pressure needed to stop North Korea crossing next nuclear hurdle,REAL
 Obama Just Showed Us EXACTLY How To Handle Trump Fans (VIDEO),FAKE
Trump's probability of winning nomination drops: PredictIt,REAL
Vatican would see U.S. Paris deal exit as slap in face: official,REAL
 WATCH: Sean Hannity Loses His Sh*t Because Jon Stewart Humiliated Him On Colbert,FAKE
"Britain to pay 400 million-pound debt to Iran soon, Iranian envoy says",REAL
POPE MAKES VISIT TO NUNS OBAMA REGIME IS SUING For Not Conforming To Obamacare Contraception Mandate,FAKE
U.S. House tax chairman proposes tweaks to tax-cut bill,REAL
OBAMA REGIME’S SECRET ASIAN TRADE DEAL Would Let International Tribunal Overrule State and Fed Laws To Benefit Foreign Companies,FAKE
Henningsen on White House Press Dinner: ‘The Fourth Estate is Nonexistent in America’,FAKE
"Obama, Abu Dhabi Crown Prince discuss Yemen, Libya conflicts",REAL
Group sues Trump for repealing U.S. wildlife rule in rare legal challenge,REAL
REFUGEE BUSINESS IS CASH COW FOR LUTHERAN CHARITY IN MI AND OTHER STATES,FAKE
 WATCH: Trump Admits America Will Pay For His Dumb $25 Billion Wall,FAKE
JOHN KASICH Suspends Campaign After Coming In 4th In A Two-Man Race,FAKE
"Iraq, Syria converge on Islamic State's last strongholds",REAL
Soon-to-go-free jail convicts snared in French attack plot probe,REAL
Obama allies to press Republicans on high court nomination,REAL
WITCH HUNT: COMMUNIST CALIFORNIA Raids Home Of Man Behind Planned Parenthood Baby Parts Videos,FAKE
MAN ROBS TAXPAYERS OF $1.4 Million In Food Stamp Scam…Using Fish!,FAKE
“RACIST” President Jackson To Be Replaced With Black Female Representing “Struggle For Racial Equality” On $20 Bill,FAKE
 Woman Gets Death Threats Just For Posting A Picture With Hillary Clinton,FAKE
" Sean Spicer BLOWS Press Briefing, Contradicts Trump Administration With INSANE Statement On Russia (VIDEO)",FAKE
"Myanmar, Bangladesh agree to cooperate on Rohingya refugee repatriation",REAL
Republicans' Congress lull could impede a Clinton presidency,REAL
"After four months jail, Turkey's Amnesty director says trial is 'surreal'",REAL
Britain's May says Queen Elizabeth invited Trump for state visit,REAL
SHE’S B-A-A-A-CKKKK!! Hillary Makes Crazy Video Calling Leftist Troops To Join Radicals In FIGHT Against Trump…”Keep Fighting!” [VIDEO],FAKE
COLLEGE STUDENTS Who Wanted You To Pay For Their Education Make STUNNING Admissions About How They Spend Student Loan Money,FAKE
 Trump Whines Incoherently About ‘Russian Witch Hunt’ And The Internet Laughs At Him (TWEETS),FAKE
SO TALENTED! HILLARY CLINTON TALKS TO THE DEAD (VIDEO),FAKE
U.S. Navy halts search for three sailors lost in Philippine Sea air crash,REAL
LT GEN MCINERNEY’S Take On Trump Dossier And Clinton Emails: “Hillary Clinton has violated the espionage act…and should be tried for that”,FAKE
BUSTED! UNCOVERED 2009 VIDEO Shows London’s Muslim Mayor Calling Moderate Muslims “Uncle Toms”…2002 Video Shows Him Defending Convicted Terrorists,FAKE
Immigrant 'Dreamers' - and their bosses - wait anxiously for Trump decision,REAL
 Even Trump’s Own Ex-Organizer Accuses Him Of Discriminating Against Women,FAKE
 Trump Just Thanked His Supporters For Being ‘Vicious’ And ‘Violent’ Toward Hillary (VIDEO),FAKE
Mattis says no change in U.S. policy to protect South Korea,REAL
Henningsen on Trump Rally Fervor: ‘Political Relativism Has Descended on America’,FAKE
WATCH TUCKER CARLSON Face Off With New York Times Editor Who Claims “High Journalistic Standards” At The Liberal Rag [Video],FAKE
EU executive moves to punish Poland over court reforms,REAL
ANGRY DAD CONFRONTS SCHOOL BOARD After Finding Out Children Being Taught Islam In School [Video],FAKE
Catalan parliament votes to start 'constituent process' to split from Spain,REAL
"Duterte tells regional leaders, U.S. not to lecture Philippines on rights",REAL
"Exclusive: McCain backs Trump criticism of F-35, says president can't cancel it",REAL
Myanmar sees 'bad consequences' if U.S. imposes sanctions on military,REAL
Mexico says president Pena Nieto to meet Trump on Wednesday,REAL
 Joe Scarborough: It’s Not Our Imagination – Trump Really Is Losing His Mind (VIDEO),FAKE
Trump considers retired General Petraeus as top diplomat: Bloomberg,REAL
THE DAY I WATCHED OUR VOTES BEING STOLEN…As The Republican Party I Risked My Life For Stood By And Did Nothing [VIDEO],FAKE
EMBARRASSING: THE VIEW’S Angry Femi-Nazi’s Are No Match For Trump’s Brilliant FEMALE Campaign Manager [VIDEO],FAKE
"China's Xi says BRICS countries should deepen coordination, quicken reform of global economic governance",REAL
Trump administration backs looser Obamacare waivers for states,REAL
Wife of 'American Sniper' making waves in Texas Republican politics ,REAL
U.S. House Republicans weaken ethics body as they return to Congress,REAL
MAJOR DONATIONS TO CLINTON FOUNDATION From Country Who Tortures Dissidents And Provided Lavish Digs For Bill and Chelsea During CGI Conference,FAKE
BRILLIANT NIGEL FARAGE On How THE GOP Can Win “Real” America Back [Video],FAKE
 MSNBC Just Fact Checked Trump’s Voter Fraud Lies In Real Time And It Was GLORIOUS (VIDEO),FAKE
REAL-TIME DEBATE Graph Shows Trump CRUSHED Hillary With Independent Voters…A MUST WATCH!,FAKE
 Violent Right Wingers Threaten To Murder Trans People For Using The Bathroom (IMAGES),FAKE
SHAME! SENATE QUIETLY RELEASES New Report Revealing Tax Dollars Spent Settling Harassment Claims,FAKE
Lebanese patriarch makes historic Saudi visit amid Hariri crisis,REAL
"In about-face, Trump nominates new head of export bank",REAL
LAWLESS: OBAMA WON’T TAKE EXECUTIVE AMNESTY TO SUPREME COURT,FAKE
 Donald Trump From 2012 Would Agree He LOST The Election (TWEET),FAKE
Factbox: Some Trump assertions on Iran questioned by experts,REAL
OMINOUS WARNING TO EUROPEANS: You Are Committing Self-Murder…Life As You Know It Is About To Change…Immigrants Will Bring Their Wars To Your Doorstep [VIDEO],FAKE
 Top Republican Senator BLISTERS Trump For Demanding The DOJ Persecute Hillary Clinton,FAKE
Merkel meets Trump in clash of style and substance,REAL
Hacking Electronic Voting Machines is Easy,FAKE
Italy's center-right in search of a leader as election nears,REAL
Zambia emergency powers decree to end at midnight on Wednesday,REAL
 ‘Pizzagate’ Conspiracy Rally Melts Down When Crowd Can’t Agree On Whether To Blame Jews,FAKE
"PAY 2 PLAY: Democratic Convention Ends Amid Controversy, Empty Seats & White Noise",FAKE
 WATCH: Republican Heartlessly Tells A Mother That If Her Son Wants Healthcare He Should Get A Better Job,FAKE
Anti-Trump Protester’s X-Rated Comment Angers MSNBC Anchor: “Grow The Hell Up!”,FAKE
Arab states urge U.S. to abandon Jerusalem move,REAL
Trump Waves Texas Flag: ‘Texas Can Handle Anything’ [Video],FAKE
LT COL TONY SHAFFER: Muslim DNC IT Staffers Sent Sensitive Info to Muslim Brotherhood [VIDEO],FAKE
"Catalonian vote is matter for Spain, Britain urges restraint",REAL
UK PM May concerned by reports of sexual harassment in parliament: spokeswoman,REAL
BREAKING: WDBJ KILLER WAS ANGRY BLACK DEMOCRAT…Reprimanded For Wearing Obama Sticker At Work,FAKE
Russia probe should focus on Trump financial ties: senator,REAL
"State Department describes plans for cuts, offers few specifics: sources",REAL
CNN ANCHOR’S EFFORT TO TRASH TRUMP BACKFIRES: Louisiana Governor On Trump/Pence Visit “You got the story wrong!”,FAKE
"Kenyan opposition says a strategist arrested, no reason given",REAL
TRUMP SPOKESPERSON Delivers A Knockout Punch To Arrogant CNN Host [Video],FAKE
"South Korea approves $8 million aid to North Korea, timing to be decided later",REAL
"NOT KIDDING: Call A Transexual “He” If He Wants To Be Called “She” In Communist NYC…Pay Staggering $250,000 Fine",FAKE
"Guess how leftists, millennials and ‘Black Lives Matter’ morons decided to celebrate the 4th of July?",FAKE
DEMOCRATS CAUGHT Paying Halfway House Patients $300 To Vote For Hillary [VIDEO],FAKE
 Guess Which Supreme Court Justice Got Caught SLEEPING During A Case (IMAGE),FAKE
 Idiot Donald Trump Jr. Just Released Russian Email Chain — He’s Toast (IMAGES),FAKE
TWO WEEKS BEFORE 1980 ELECTION Polls Showed Carter-47 Vs Reagan-39…Reagan Won In LANDSLIDE…Why Trump Will Likely Do The Same,FAKE
"FORMER COP Who Worked With Muslim Terrorist Complained About Homophobic, Racist Comments…Talked Of “Killing People”…Quit Job After MUSLIM Employer IGNORED Complaints",FAKE
SARAH PALIN’S SON BREAKS Into Family Home…Savagely Beats Dad…Leaves Him Covered In Blood,FAKE
 Donald Trump Responds To Mockery Over Fake Swedish Attack – Prepare To Laugh Your A** Off,FAKE
U.S. senator calls for probe into promotion of Kushner Cos deal,REAL
U.S. backs Saudi 'first step' in addressing Yemen crisis,REAL
White House says Obamacare enrollment a priority,REAL
JUST IN: Fusion GPS Sued By 3 Billionaires Over Their “Defamation” In War Against Trump,FAKE
 Hillary SHUTS DOWN Trump Supporters Calling Her Husband A Rapist At Rally (VIDEO),FAKE
 ICYMI: Seth Meyers Rips Apart Email from Paul Ryan,FAKE
Germany’s Angela Merkel Makes Incredibly Naive Announcement: EVERY MIGRANT MUST LEAVE…After THIS One Condition Is Met…,FAKE
33-Yr Old Skier LINDSEY VONN Says She Won’t Represent President Trump At Upcoming Olympics,FAKE
" A Dallas Cop Just Filed Suit Against Obama, Hillary, Black Lives Matter For Really Bizarre Conspiracy",FAKE
 JK Rowling Is Absolutely Destroying Piers Morgan For Being A Sniveling Trump Groveler (TWEETS),FAKE
Iran open to talks over its ballistic missile programme: sources,REAL
" Conservative Columnist Asks CRUCIAL Question About Trump’s State Of Mind, And We NEED An Answer",FAKE
Philippines says 'big possibility' Malaysian militant leader killed,REAL
WATCH: TRUMP’S NEW BRUTAL Anti-Hillary Ad Has Her Barking Like A Dog,FAKE
North Korea says nearly 3.5 million volunteer for People's Army as tensions rise,REAL
BREAKING: OBAMACARE REPEAL Vote Cancelled…Republicans “Deeply Divided” From “No” to “Hell No”,FAKE
"REPORT: ANTI-TRUMP, Open-Borders Clooney’s No Longer Feel Secure In England…Moving Back To U.S",FAKE
SUNDAY SCREENING: PSYWAR (2010),FAKE
" BREAKING: FBI Surrounding Oregon Terrorists, ‘Cancer Is A Fungus’ Assemblywoman Coming To Save Them (VIDEO)",FAKE
 ‘I Don’t Rent To N*****s’: Smoking Gun Proves Trump Family Racism (VIDEO),FAKE
Trump says U.S. upholds and sticks to 'one China' policy: Xinhua,REAL
 Amy Schumer Attacks Anti-Choice Republicans In Hilarious New Sketch (VIDEO),FAKE
RUSSIAN AMBASSADOR Visited Obama 6 Times During Hillary Uranium To Russia Scandal,FAKE
Six people believed injured in suspected London acid attack,REAL
ZANU-PF members to meet to discuss impeaching Mugabe: party chief whip,REAL
SocGen says no wrongdoing in handling of National Front accounts,REAL
Why Obama Fears A Hillary Presidency,FAKE
Trump approves major disaster declaration for Florida,REAL
Trump says giving peace a chance before U.S. embassy move to Jerusalem: interview,REAL
HOW THE FBI Cracked A Terror Plot On Black Friday That May Have Been Worse Than 9-11,FAKE
Defense Secretary Mattis suggests sticking with Iran nuclear deal,REAL
 WATCH: This Video Of The GOP’S Convention Horror Show Should Terrify Everyone Who Sees It,FAKE
Delaware is first U.S. state to enact abortion rights law under Trump,REAL
Top House Republican condemns reported U.S. purchase of Iran heavy water,REAL
 Trump Once Again Offends Australian Leader For The Dumbest Imaginable Reason (VIDEO),FAKE
BASKETBALL LEGEND BOBBY KNIGHT Tells Judge Jeanine Why He Endorsed Trump [Video],FAKE
NFL ON LIFE SUPPORT? Pictures Of Empty Stadiums Paint Scary Picture For Future Of Cop-Protesting NFL,FAKE
Mnangagwa vows to rebuild Zimbabwe and serve all citizens,REAL
 Donald Trump’s Hispanic Outreach Effort Humiliatingly Goes Down In Flames,FAKE
Connecticut governor signs bill to close $220 million budget gap,REAL
All the president's women: Duterte's fiercest critics and a surly political heir,REAL
Mugabe holds more exit talks with generals: state media,REAL
Senate Democratic leader says Attorney General Sessions should resign,REAL
Majority of people in France now dissatisfied with Macron: poll,REAL
 Obama Delivers The PERFECT Trump Insult That Will Make Republicans Cry,FAKE
FAMILY THREATENED AT GUNPOINT FOR DISPLAYING CONFEDERATE FLAG ON PRIVATE PROPERTY…Police Let Suspect Go [Video],FAKE
" Trump Said Some INSANELY Racist Stuff Inside The Oval Office, And Witnesses Back It Up",FAKE
OBAMA GUILTS CONGRESSIONAL BLACK CAUCUS Members To Vote For Hillary,FAKE
Georgia Judge Suspended for Comparing Attack on US Monuments to ISIS Actions,FAKE
" According To The New White House Chief Strategist, Liberal Women Are Just ‘A Bunch Of Dykes’",FAKE
Exclusive: Trump spurns Taiwan president's suggestion of another phone call,REAL
THIS Is How Far The Left Will Go To Protect Hillary Clinton…Sick!,FAKE
"Hillary Clinton Survives Another FBI Pantomime, 650,000 Emails Investigated in 691,000 Seconds",FAKE
Iraq says ruling against Trump travel ban is move in right direction,REAL
Winnie Mandela 'in high spirits' after minor surgery: spokesman,REAL
 We Sh*t You Not: Game Show Host Steve Harvey Given Role In Trump Admin (VIDEO),FAKE
China-made truck used in North Korea parade to show submarine-launched missile,REAL
"Serial Plagiarist Does Victory Dance Over White People Dying, Trump Can’t Save You!",FAKE
"Nine dead, seven missing after Irma hits French islands: minister",REAL
"Ex-Bosnian Serb commander Mladic convicted of genocide, gets life in prison",REAL
Pro-refugee German mayor stabbed in suspected political attack,REAL
Thanksgiving Day Fake News Turkey Shoot: Boiler Room – Special Holiday Event,FAKE
"Drug lobby, under criticism, starts media campaign",REAL
UP TO $1 MILLION TO BE DONATED TO WOUNDED WARRIOR PROJECT FROM SALES OF “American Sniper” DVD,FAKE
 Trump Tells DACA Recipients Not To Worry And Gets Thrashed By The Internet,FAKE
" Russia Drops Bombshell, Confirms It’s Been Talking To Trump Throughout Campaign (DETAILS)",FAKE
Puerto Rico may issue delayed audited 2014 statements in April,REAL
CHARLES BARKLEY Says Anyone Who Criticizes Obama Is A Racist…Gay Rights More Important Than Religious Freedom In America [VIDEO],FAKE
"House Republicans repeal Obamacare, hurdles await in U.S. Senate",REAL
No new ski boycott: EU changes tune on Austrian right,REAL
 Virginia Trump Supporter Patrols Polling Place With Gun And Cops Say They Are Okay With That,FAKE
Philippine mobile phone trader 'collected funds' for Marawi attackers,REAL
"IF HILLARY IS ELECTED And Becomes Too Sick To Serve, Could Her Rapist Husband Become A De Facto President?",FAKE
Pentagon delivers draft plan to defeat Islamic State to White House,REAL
"MY POPE JUST INVITED A RADICAL, Pro-Abortion Socialist Named Bernie To The Vatican…Should Conservative Catholics Be Outraged?",FAKE
" Republicans Kill Trump’s Dream To Repeal Obamacare, Ready To Work With Democrats (DETAILS)",FAKE
 Ted Cruz Gets Trapped In Elevator – Tells Hilarious Joke About Trump (VIDEO),FAKE
U.S. Patent and Trademark Office head Michelle Lee resigns,REAL
National security adviser will not testify at House panel: White House,REAL
WHAT’S SO WRONG WITH TRANSGENDER BATHROOMS? This Guy Has The Awesome Answer!,FAKE
Trump backs New York in bourses' battle for Saudi Aramco listing,REAL
BREAKING…OBAMA’S WAR ON COPS: ANOTHER Cop Ambushed And SHOT 3 Times In Neck By Black Man With Lengthy Criminal History In W. St. Louis,FAKE
RESPECT! STUDENTS BRAVE POURING RAIN To Take Down American Flag,FAKE
"Erdogan, Putin to discuss Syria, Jerusalem during meeting in Turkey: sources",REAL
Eastern Libya to stage conference in March to rebuild Benghazi,REAL
Iran sees little chance of enemy attack: military chief,REAL
Chinese watchdog says 1.34 million officials punished for graft since 2013,REAL
Pinera aims for center in tight battle for Chile's top job,REAL
“Would You Rather Do A Job You Hate And Not Pay Taxes?”…How These ILLEGALS Answer This Question Tells You Everything You Need To Know About How They “Help” Our Economy [VIDEO],FAKE
 Bigoted Cops Shove Lesbian Out Of Women’s Bathroom Because She Looks Like A Man (VIDEO),FAKE
Trump has 'no intention' of firing special counsel Mueller: White House,REAL
Trump says to call UK's May on Friday following train blast,REAL
Turkey sentences Wall Street Journal journalist to jail in absentia: WSJ,REAL
Obama does victory lap for car industry but it is different from what he hoped,REAL
SUNDAY SCREENING: PSYWAR (2010),FAKE
 Dan Rather Says What Every Person With A Moral Compass Is Thinking Regarding Sean Spicer & Trump,FAKE
 Trump Pathetically Tries To Defend His Muslim Ban On Twitter And People Are GUTTING Him For It,FAKE
 Bombshell Report Shows GOP Presidential Campaign A Complete DISASTER In Multiple States,FAKE
FILMMAKER DINESH D’SOUZA: Eight Things I LOVE About America!,FAKE
"PROMINENT DEMOCRAT CLAIMS Old, White, Leftist Males Are Waiting In The Wings For Hillary To Fall",FAKE
WOW! PRO-CASTRO LEFTIST: Cubans Fled Castro To Escape Annoying Wife And Family [Video],FAKE
"Trump, Pence meeting in New York on Cabinet picks",REAL
Tree trimming firm pays biggest fine in U.S. immigration case,REAL
